school_id,school_name,degree_type,candidate_source_url,candidate_source_title,search_query,search_provider,result_rank,discovered_date,review_status,notes
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://meded.hms.harvard.edu/admissions-at-a-glance,Admissions at a Glance,Harvard Medical School admissions at a glance average MCAT GPA official,google,1,2026-06-08,approved_for_discovery,Official admissions-at-a-glance page surfaced via assisted web search; source reports entering class average MCAT total and average GPA. Fetch may require certificate-verification fallback. Search result text is not evidence.
md_jacobs_school_of_medicine_and_biomedical_sciences_at_the_university_at_buffalo_b,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,MD,https://medicine.buffalo.edu/news_and_events/news/2020/08/white-coat-2020-11901.html,White Coat Ceremony Serves as Welcome for Class of 2024,Jacobs School of Medicine class of 2024 average MCAT undergraduate GPA official,google,1,2026-06-08,approved_for_discovery,Official school news article surfaced via assisted web search; source reports archived Class of 2024 average MCAT and undergraduate GPA. Newer official source not found in this pass. Search result text is not evidence.
md_boston_university_aram_v_chobanian_and_edward_avedisian_school_of_medicine_bosto,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,MD,https://www.bumc.bu.edu/camed/admissions/application-process/selectionfactors/,Selection Factors,Boston University Chobanian Avedisian School of Medicine selection factors GPA MCAT official,google,1,2026-06-08,approved_for_discovery,Official admissions selection-factors page surfaced via assisted web search; source reports 2025 entering class GPA/MCAT table. Search result text is not evidence.
md_kirk_kerkorian_school_of_medicine_at_unlv_las_vegas_nevada,Kirk Kerkorian School of Medicine at UNLV,MD,https://www.unlv.edu/news/article/welcome-class-2029,Welcome to the Class of 2029,Kirk Kerkorian School of Medicine UNLV Class of 2029 average MCAT cumulative GPA official,google,1,2026-06-08,approved_for_discovery,Official university news page surfaced via assisted web search; source reports Class of 2029 average cumulative GPA and average MCAT. Search result text is not evidence.
md_cooper_medical_school_of_rowan_university_camden_new_jersey,Cooper Medical School of Rowan University,MD,https://cmsru.rowan.edu/documents/about-documents/25-108-cmsru-fast-facts-2.pdf,CMSRU Fast Facts,Cooper Medical School of Rowan University class of 2029 average MCAT overall GPA official pdf,google,1,2026-06-08,approved_for_discovery,Official fast-facts PDF surfaced via assisted web search; source reports Class of 2029 average overall GPA and average MCAT. Search result text is not evidence.
md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School University of Texas at Austin,MD,https://dellmed.utexas.edu/education/how-to-apply/admissions-criteria,Admissions Criteria,Dell Medical School class of 2029 average GPA MCAT official,google,1,2026-06-08,approved_for_discovery,Official admissions criteria page surfaced via assisted web search; source reports Class of 2029 average GPA and average MCAT. Search result text is not evidence.
md_donald_and_barbara_zucker_school_of_medicine_at_hofstra_northwell_hempstead_new_,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,MD,https://medicine.hofstra.edu/about,About | Zucker School of Medicine,Zucker School of Medicine Hofstra Northwell median GPA MCAT official,google,1,2026-06-08,approved_for_discovery,Official school about page surfaced via assisted web search; source reports median overall GPA and median MCAT. Search result text is not evidence.
md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,MD,https://medschool.kp.org/admissions/our-students,Our Students,Kaiser Permanente Bernard J Tyson School of Medicine Class of 2029 median MCAT total GPA official,google,1,2026-06-08,approved_for_discovery,Official admissions student profile page surfaced via assisted web search; source reports Class of 2029 median MCAT and median total GPA. Search result text is not evidence.
md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,MD,https://www.neomed.edu/medicine/admissions/paths/traditional-admission/,Traditional Admission to NEOMED's College of Medicine,Northeast Ohio Medical University College of Medicine entering class average GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official traditional admissions page surfaced via assisted web search; source reports July 2025 entering MD class overall GPA average and MCAT average. Search result text is not evidence.
md_university_of_new_mexico_school_of_medicine_albuquerque_new_mexico,University of New Mexico School of Medicine,MD,https://hsc.unm.edu/medicine/education/md/admissions/apply/index.html,How to Apply,University of New Mexico School of Medicine 2025 entering class average MCAT cumulative GPA official,google,1,2026-06-09,approved_for_discovery,Official admissions page surfaced via assisted web search; source reports 2025 entering class average MCAT composite and average cumulative GPA. Search result text is not evidence.
md_eastern_virginia_medical_school_at_old_dominion_university_norfolk_virginia,Eastern Virginia Medical School at Old Dominion University,MD,https://www.odu.edu/eastern-virginia-medical-school/admissions-criteria,Admissions Criteria,Eastern Virginia Medical School ODU mean GPA MCAT matriculating official,google,1,2026-06-09,approved_for_discovery,Official ODU/EVMS admissions criteria page surfaced via assisted web search; source reports recent matriculant mean GPA and mean MCAT. Search result text is not evidence.
md_university_of_south_carolina_kay_and_c_edward_floyd_m_d_school_of_medicine_colum,"University of South Carolina Kay and C. Edward Floyd, M.D. School of Medicine",MD,https://sc.edu/study/colleges_schools/medicine/education/md_program/admission_and_application/index.php,Admissions - Floyd School of Medicine,University of South Carolina School of Medicine Columbia class profile average GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official MD admissions page surfaced via assisted web search; source reports 2029 class profile average cumulative GPA and average MCAT. Search result text is not evidence.
md_wayne_state_university_school_of_medicine_detroit_michigan,Wayne State University School of Medicine,MD,https://www.med.wayne.edu/admissions/becoming-an-md/mcat,Step 3: Take MCAT,Wayne State University School of Medicine class profile MCAT GPA median official,google,1,2026-06-09,approved_for_discovery,Official admissions MCAT page surfaced via assisted web search; source reports 2025 accepted-applicant class profile median overall GPA and median MCAT. Search result text is not evidence.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://mmia.medicine.iu.edu/-/media/files/iusm-fact-sheet.pdf,IUSM Fact Sheet,Indiana University School of Medicine fact sheet Class of 2029 average GPA MCAT official pdf,google,1,2026-06-09,approved_for_discovery,Official school fact sheet surfaced via assisted web search; source reports Class of 2029 average GPA and average MCAT. Search result text is not evidence.
md_renaissance_school_of_medicine_at_stony_brook_university_stony_brook_new_york,Renaissance School of Medicine at Stony Brook University,MD,https://renaissance.stonybrookmedicine.edu/about-rsom,About the Renaissance School of Medicine,Renaissance School of Medicine Stony Brook class profile MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official school about page surfaced via assisted web search; source reports entering class median total GPA and average total MCAT. Search result text is not evidence.
md_rush_medical_college_of_rush_university_medical_center_chicago_illinois,Rush Medical College of Rush University Medical Center,MD,https://www.rushu.rush.edu/rush-medical-college/about-rush-medical-college,About the College,Rush Medical College average cumulative GPA MCAT15 composite official,google,1,2026-06-09,approved_for_discovery,Official college about page surfaced via assisted web search; source reports Class of 2025 average cumulative GPA and average MCAT15 composite. Search result text is not evidence.
md_university_of_chicago_division_of_the_biological_sciences_the_pritzker_school_of,"University of Chicago Division of the Biological Sciences, The Pritzker School of Medicine",MD,https://pritzker.uchicago.edu/about/pritzker-facts-figures,Pritzker School of Medicine Facts and Figures,Pritzker School of Medicine facts figures MCAT GPA range official,google,1,2026-06-08,approved_for_discovery,Official school facts-and-figures page surfaced via assisted web search; source reports general admissions MCAT and cumulative GPA ranges. Midpoints are used for scoring. Search result text is not evidence.
md_university_of_alabama_at_birmingham_marnix_e_heersink_school_of_medicine_birming,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,MD,https://www.uab.edu/medicine/home/offices-services/admissions-enrollment-management,Admissions | Heersink School of Medicine,UAB Heersink School of Medicine class profiles MCAT average GPA official,google,1,2026-06-08,approved_for_discovery,Official admissions page surfaced via assisted web search; source reports latest class-profile grid with MCAT score and average GPA. Search result text is not evidence.
md_university_of_miami_leonard_m_miller_school_of_medicine_miami_florida,University of Miami Leonard M. Miller School of Medicine,MD,https://med.miami.edu/medical-education/admissions/class-profile,Class of 2029 Profile,University of Miami Miller School of Medicine class profile MCAT GPA official,google,1,2026-06-08,approved_for_discovery,Official school URL surfaced via assisted web search; search result text is not evidence.
md_albany_medical_college_albany_new_york,Albany Medical College,MD,https://www.amc.edu/admissions/md-program-admissions/,MD Program Admissions,Albany Medical College MD admissions average MCAT GPA incoming class official,google,1,2026-06-08,approved_for_discovery,Official school URL surfaced via assisted web search; search result text is not evidence.
md_creighton_university_school_of_medicine_omaha_nebraska,Creighton University School of Medicine,MD,https://www.creighton.edu/medicine/programs/medicine-md/class-profile,MD Class Profile,Creighton University School of Medicine class profile MCAT GPA official,google,1,2026-06-08,approved_for_discovery,Official school URL surfaced via assisted web search; search result text is not evidence.
md_case_western_reserve_university_school_of_medicine_cleveland_ohio,Case Western Reserve University School of Medicine,MD,https://case.edu/medicine/admissions-requirements,Admission Requirements,Case Western Reserve University School of Medicine entering class average GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official admissions requirements page surfaced via assisted web search; source reports entering class average cumulative GPA and MCAT. Search result text is not evidence.
md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,Columbia University Vagelos College of Physicians and Surgeons,MD,https://www.vagelos.columbia.edu/about-us/facts-and-statistics,Facts and Statistics,Columbia Vagelos College of Physicians and Surgeons class profile GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official facts and statistics page surfaced via assisted web search; source reports VP&S Class of 2028 GPA and MCAT ranges. Search result text is not evidence.
md_frank_h_netter_md_school_of_medicine_at_quinnipiac_university_north_haven_connec,Frank H. Netter MD School of Medicine at Quinnipiac University,MD,https://medicine.qu.edu/apply-for-admission/class-profile/,Class Profile,Quinnipiac Netter School of Medicine class profile median MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official class profile page surfaced via assisted web search; source reports median MCAT score and median GPA. Search result text is not evidence.
md_john_a_burns_school_of_medicine_university_of_hawaii_at_manoa_honolulu_hawaii,John A. Burns School of Medicine University of Hawaii at Manoa,MD,https://admissions.jabsom.hawaii.edu/application-process/archived-class-profile/2023-class-profile.html,2023 Admitted Class Profile,John A Burns School of Medicine 2023 admitted class profile MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official admissions class profile page surfaced via assisted web search; source reports 2023 entering class average cumulative GPA science cumulative GPA and average MCAT total. Search result text is not evidence.
md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,MD,https://schoolofmedicine.lsuhs.edu/prospective-students/admissions/at-a-glance,Admissions at a Glance,LSU Health Shreveport School of Medicine admissions at a glance average MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official admissions-at-a-glance page surfaced via assisted web search; source reports Class of 2026 average MCAT total and average GPA. Search result text is not evidence.
md_mcgovern_medical_school_at_uthealth_houston_houston_texas,McGovern Medical School at UTHealth Houston,MD,https://med.uth.edu/blog/2025/08/13/meet-the-newest-faces-of-the-class-of-2029/,Meet the Newest Faces of the Class of 2029,McGovern Medical School class of 2029 average MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official medical school news page surfaced via assisted web search; source reports Class of 2029 average MCAT score and class-average GPA. Search result text is not evidence.
md_new_york_medical_college_valhalla_new_york,New York Medical College,MD,https://www.nymc.edu/som/about/index.php,School of Medicine About,New York Medical College School of Medicine Class of 2028 average MCAT undergraduate GPA official,google,1,2026-06-09,approved_for_discovery,Official school about page surfaced via assisted web search; source reports Class of 2028 average MCAT score and undergraduate GPA. Search result text is not evidence.
md_northwestern_university_feinberg_school_of_medicine_chicago_illinois,Northwestern University Feinberg School of Medicine,MD,https://www.feinberg.northwestern.edu/admissions/about/entering-class-profile.html,Entering Class Profile,Northwestern Feinberg School of Medicine entering class median GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official entering class profile page surfaced via assisted web search; source reports median GPA and median MCAT. Search result text is not evidence.
md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,"Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania",MD,https://www.med.upenn.edu/admissions/entering-class-profile,2025-26 Total Enrollment and Entering Class Profile,Perelman School of Medicine entering class profile median GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official entering class profile page surfaced via assisted web search; source reports median science GPA overall GPA and MCAT. Search result text is not evidence.
md_rutgers_new_jersey_medical_school_newark_new_jersey,Rutgers New Jersey Medical School,MD,https://njms.rutgers.edu/about_njms/index.php,Rutgers New Jersey Medical School Fast Facts,Rutgers New Jersey Medical School fast facts median undergraduate GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official fast facts page surfaced via assisted web search; source reports median undergraduate GPA and median MCAT. Search result text is not evidence.
md_university_of_arkansas_for_medical_sciences_college_of_medicine_little_rock_arka,University of Arkansas for Medical Sciences College of Medicine,MD,https://medicine.uams.edu/wp-content/uploads/2021/08/2107078-COM-admissions-guide-2022_WEB.pdf,COM Admissions Guide 2022,University of Arkansas for Medical Sciences College of Medicine admissions guide average MCAT GPA official,google,1,2026-06-08,approved_for_discovery,Official school PDF surfaced via assisted web search; search result text is not evidence.
md_university_of_arizona_college_of_medicine_phoenix_phoenix_arizona,University of Arizona College of Medicine - Phoenix,MD,https://phoenixmed.arizona.edu/newsroom/news/college-medicine-phoenix-welcomes-its-largest-class-students,College of Medicine Phoenix Welcomes its Largest Class of Students,University of Arizona College of Medicine Phoenix entering class average MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official college news page surfaced via assisted web search; source reports first-year medical student average MCAT score and average undergraduate GPA. Search result text is not evidence.
md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",MD,https://medschool.ucsd.edu/education/md-combined/admissions/by-the-numbers.html,By The Numbers,UC San Diego School of Medicine average undergraduate GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official admissions by-the-numbers page surfaced via assisted web search; source reports average undergraduate GPA and average MCAT score. Search result text is not evidence.
md_university_of_illinois_college_of_medicine_chicago_illinois,University of Illinois College of Medicine,MD,https://medicine.uic.edu/admissions/,MD Admissions,University of Illinois College of Medicine incoming class average MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official MD admissions page surfaced via assisted web search; source reports Class of 2029 average MCAT and average GPA. Search result text is not evidence.
md_university_of_iowa_roy_j_and_lucille_a_carver_college_of_medicine_iowa_city_iowa,University of Iowa Roy J. and Lucille A. Carver College of Medicine,MD,https://advisingcenter.uiowa.edu/pre-health/pre-medicine/guide,Pre-Medicine Guide 2025-2026,University of Iowa Carver College of Medicine admissions profile MCAT GPA official university,google,1,2026-06-09,approved_for_discovery,Official University of Iowa advising page surfaced via assisted web search; source reports UI College of Medicine Admissions Profile 2024 mean cumulative GPA science GPA and total MCAT. Search result text is not evidence.
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://www.uthsc.edu/medicine/admissions/documents/2025-college-of-medicine-preparedness-worksheet.pdf,2025 College of Medicine Preparedness Worksheet,University of Tennessee Health Science Center College of Medicine 2025 matriculating class average MCAT GPA official pdf,google,1,2026-06-09,approved_for_discovery,Official admissions preparedness worksheet surfaced via assisted web search; source reports 2025 matriculating class average MCAT and average total GPA. Search result text is not evidence.
md_tulane_university_school_of_medicine_new_orleans_louisiana,Tulane University School of Medicine,MD,https://medicine.tulane.edu/education/undergraduate-medical-education-md-program/admissions/class-profile,Class Profile,Tulane University School of Medicine Class of 2029 average MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official class profile page surfaced via assisted web search; source reports Class of 2029 MCAT score average and overall undergraduate GPA. Search result text is not evidence.
md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,"The University of Texas at San Antonio Joe R. and Teresa Lozano Long School of Medicine",MD,https://som.uthscsa.edu/sites/medicine/files/2022-11/class_profile_ey2022_handout_graphics_updated.pdf,Class Profile EY2022 Handout,UT San Antonio Long School of Medicine class profile MCAT GPA official pdf,google,1,2026-06-09,approved_for_discovery,Official school PDF surfaced via assisted web search; source reports EY2022 class profile MCAT overall GPA and science GPA. Search result text is not evidence.
md_university_of_texas_medical_branch_john_sealy_school_of_medicine_galveston_texas,University of Texas Medical Branch John Sealy School of Medicine,MD,https://www.utmb.edu/som/admissions-information/ready-to-apply-info/admission-policies-faqs,Admissions Policies and FAQs,UTMB John Sealy School of Medicine average GPA MCAT official FAQ,google,1,2026-06-09,approved_for_discovery,Official admissions FAQ surfaced via assisted web search; source reports average GPA and average MCAT. Search result text is not evidence.
md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",MD,https://sc.edu/study/colleges_schools/medicine_greenville/admissions/ask_a_question/,Ask a Question - School of Medicine Greenville,"University of South Carolina School of Medicine Greenville average GPA MCAT matriculating students official",google,1,2026-06-08,approved_for_discovery,Official admissions FAQ surfaced via assisted web search; source reports GPA range and MCAT value. Search result text is not evidence.
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/md-program/admissions/about-uva-school-of-medicine/statistics-overview/,Statistics Overview,University of Virginia School of Medicine class of 2029 mean MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official admissions statistics overview surfaced via assisted web search; source reports Class of 2029 mean MCAT and GPA. Search result text is not evidence.
md_weill_cornell_medicine_new_york_new_york,Weill Cornell Medicine,MD,https://weill.cornell.edu/sites/default/files/wcm_fact_sheet_2024-final.pdf,WCM Fact Sheet 2024,Weill Cornell Medicine fact sheet Class of 2028 median MCAT undergrad GPA official pdf,google,1,2026-06-09,approved_for_discovery,Official fact sheet PDF surfaced via assisted web search; source reports medical school Class of 2028 median MCAT and median undergrad GPA. Search result text is not evidence.
md_washington_state_university_elson_s_floyd_college_of_medicine_spokane_washington,Washington State University Elson S. Floyd College of Medicine,MD,https://medicine.wsu.edu/md/apply/demographics/class-of-2029/,Entering Year 2025 Class of 2029,Washington State University Elson S Floyd College of Medicine Class of 2029 MCAT GPA official,google,1,2026-06-09,approved_for_discovery,Official class demographics page surfaced via assisted web search; source reports Class of 2029 mean overall GPA mean BCPM GPA and mean MCAT. Search result text is not evidence.
md_washington_university_in_st_louis_school_of_medicine_st_louis_missouri,Washington University in St. Louis School of Medicine,MD,https://mdadmissions.wustl.edu/how-to-apply/who-chooses-wu/,Who Chooses WashU Medicine?,Washington University in St Louis School of Medicine entering class mean GPA MCAT official,google,1,2026-06-09,approved_for_discovery,Official admissions page surfaced via assisted web search; source reports entering Class of 2025 mean GPA and mean MCAT total score. Search result text is not evidence.
