school_id,school_name,degree_type,state_abbrev,school_website,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,official_match_reason,discovery_method,search_or_sitemap_query,source_last_checked,fetch_status,review_status,notes
md_case_western_reserve_university_school_of_medicine_cleveland_ohio,Case Western Reserve University School of Medicine,MD,OH,http://case.edu/medicine/admissions/,http://case.edu/medicine/admissions/,Case Western Reserve University School of Medicine,admissions_page,case.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Case Western Reserve University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_case_western_reserve_university_school_of_medicine_cleveland_ohio,Case Western Reserve University School of Medicine,MD,OH,http://case.edu/medicine/admissions/,https://case.edu/medicine/anatomy/education/ms-applied-anatomy/students-and-alumni/class-profile,Sitemap stats-like URL,class_profile,case.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Case Western Reserve University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://case.edu/.
md_charles_e_schmidt_college_of_medicine_at_florida_atlantic_university_boca_raton_,Charles E. Schmidt College of Medicine at Florida Atlantic University,MD,FL,http://med.fau.edu/admissions/md/index.php,http://med.fau.edu/admissions/md/index.php,Florida Atlantic University Charles E. Schmidt College of Medicine,admissions_page,med.fau.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Charles E. Schmidt College of Medicine at Florida Atlantic University"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=1.
md_charles_e_schmidt_college_of_medicine_at_florida_atlantic_university_boca_raton_,Charles E. Schmidt College of Medicine at Florida Atlantic University,MD,FL,http://med.fau.edu/admissions/md/index.php,http://med.fau.edu/medicine/md/admissions/entering-class/,Entering Class Profile,class_profile,med.fau.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Charles E. Schmidt College of Medicine at Florida Atlantic University"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,accepted_for_fetch,Found as a one-hop link from http://med.fau.edu/admissions/md/index.php.
md_chicago_medical_school_at_rosalind_franklin_university_of_medicine_and_science_n,Chicago Medical School at Rosalind Franklin University of Medicine and Science,MD,IL,https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-program/how-to-apply/,https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-program/how-to-apply/,How to Apply to the Chicago Medical School - Rosalind Franklin University,class_profile,rosalindfranklin.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Chicago Medical School at Rosalind Franklin University of Medicine and Science"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_chicago_medical_school_at_rosalind_franklin_university_of_medicine_and_science_n,Chicago Medical School at Rosalind Franklin University of Medicine and Science,MD,IL,https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-program/how-to-apply/,https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-programs/allopathic-medicine-md/class-profile/,Sitemap stats-like URL,class_profile,rosalindfranklin.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link; official_domain_sitemap,"""Chicago Medical School at Rosalind Franklin University of Medicine and Science"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at https://www.rosalindfranklin.edu/. Found as a one-hop link from https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-program/how-to-apply/.
md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,Columbia University Vagelos College of Physicians and Surgeons,MD,NY,http://ps.columbia.edu/education/admissions,http://ps.columbia.edu/education/academic-programs/md-program/admissions/student-profiles,Student Profiles,class_profile,ps.columbia.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Columbia University Vagelos College of Physicians and Surgeons"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from http://ps.columbia.edu/education/admissions.
md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,Columbia University Vagelos College of Physicians and Surgeons,MD,NY,http://ps.columbia.edu/education/admissions,http://ps.columbia.edu/education/admissions,Columbia University College of Physicians and Surgeons,admissions_page,ps.columbia.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Columbia University Vagelos College of Physicians and Surgeons"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=0.922.
md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,Columbia University Vagelos College of Physicians and Surgeons,MD,NY,http://ps.columbia.edu/education/admissions,https://www.vagelos.columbia.edu/education/academic-programs/md-program/admissions/student-profiles,Sitemap stats-like URL,class_profile,vagelos.columbia.edu,official_school_domain_family,0.95,Candidate host shares the school website domain,official_domain_sitemap,"""Columbia University Vagelos College of Physicians and Surgeons"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://ps.columbia.edu/.
md_cooper_medical_school_of_rowan_university_camden_new_jersey,Cooper Medical School of Rowan University,MD,NJ,http://www.rowan.edu/coopermed/students/admissions/,http://www.rowan.edu/coopermed/students/admissions/,Cooper Medical School of Rowan University,admissions_page,rowan.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Cooper Medical School of Rowan University"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_creighton_university_school_of_medicine_omaha_nebraska,Creighton University School of Medicine,MD,NE,https://medschool.creighton.edu/program/Medicine-MD,https://medschool.creighton.edu/medicine/programs/medicine-md/class-profile,Class Profile,class_profile,medschool.creighton.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Creighton University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,accepted_for_fetch,Found as a one-hop link from https://medschool.creighton.edu/program/Medicine-MD.
md_creighton_university_school_of_medicine_omaha_nebraska,Creighton University School of Medicine,MD,NE,https://medschool.creighton.edu/program/Medicine-MD,https://medschool.creighton.edu/program/Medicine-MD,Creighton University School of Medicine,admissions_page,medschool.creighton.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Creighton University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,MD,TX,https://dellmed.utexas.edu/prospective-students,https://dellmed.utexas.edu/prospective-students,University of Texas at Austin Dell Medical School,unknown,dellmed.utexas.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Dell Medical School – University of Texas at Austin"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=1.
md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,MD,PA,http://drexel.edu/medicine/academics/md-program/md-program-admissions/,http://drexel.edu/medicine/academics/md-program/md-program-admissions/,Drexel University College of Medicine,admissions_page,drexel.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Drexel University College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,MD,NC,https://medschool.duke.edu/education/student-services/office-admissions,https://medschool.duke.edu/about-us/facts-figures,Facts & Figures,class_profile,medschool.duke.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Duke University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from https://medschool.duke.edu/education/student-services/office-admissions.
md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,MD,NC,https://medschool.duke.edu/education/student-services/office-admissions,https://medschool.duke.edu/education/health-professions-education-programs/doctor-medicine-md-program/admissions/admissions-5,Admissions Statistics,admissions_statistics,medschool.duke.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Duke University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from https://medschool.duke.edu/education/student-services/office-admissions.
md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,MD,NC,https://medschool.duke.edu/education/student-services/office-admissions,https://medschool.duke.edu/education/student-services/office-admissions,Duke University School of Medicine,admissions_page,medschool.duke.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""Duke University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_duke_university_school_of_medicine_durham_north_carolina,Duke University School of Medicine,MD,NC,https://medschool.duke.edu/education/student-services/office-admissions,https://medschool.duke.edu/newsroom/magazines-and-annual-reports,Magazines and Annual Reports,annual_report,medschool.duke.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Duke University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from https://medschool.duke.edu/education/student-services/office-admissions.
md_east_tennessee_state_university_james_h_quillen_college_of_medicine_johnson_city,East Tennessee State University James H. Quillen College of Medicine,MD,TN,http://www.etsu.edu/com/sa/admissions/,http://www.etsu.edu/com/sa/admissions/,East Tennessee State University Quillen College of Medicine,admissions_page,etsu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,third_party_school_source_url_seed,"""East Tennessee State University James H. Quillen College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_url_error,official_domain_seed_needs_stats_path,URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=high_confidence score=0.933.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/education/admissions/md/index.html,http://med.emory.edu/about/facts-and-figures/index.html,Facts and Figures,class_profile,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Found as a one-hop link from http://med.emory.edu/education/admissions/md/index.html.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/about/facts-and-figures/index.html,http://med.emory.edu/admissions/class-profile/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,admissions_statistics,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_known_path_probe,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered by probing common public MD class-profile/statistics paths from http://med.emory.edu/about/facts-and-figures/index.html.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/about/facts-and-figures/index.html,http://med.emory.edu/admissions/class-statistics/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,admissions_statistics,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_known_path_probe,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered by probing common public MD class-profile/statistics paths from http://med.emory.edu/about/facts-and-figures/index.html.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/about/facts-and-figures/index.html,http://med.emory.edu/admissions/entering-class-profile/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,admissions_statistics,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_known_path_probe,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered by probing common public MD class-profile/statistics paths from http://med.emory.edu/about/facts-and-figures/index.html.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/about/facts-and-figures/index.html,http://med.emory.edu/admissions/entering-class-statistics/,Admissions | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,admissions_statistics,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_known_path_probe,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered by probing common public MD class-profile/statistics paths from http://med.emory.edu/about/facts-and-figures/index.html.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/education/admissions/md/index.html,http://med.emory.edu/departments/pediatrics/divisions/general/partners/annual-report/index.html,Sitemap stats-like URL,annual_report,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.emory.edu/.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/education/admissions/md/index.html,http://med.emory.edu/departments/surgery/about-us/annual-reports.html,Sitemap stats-like URL,annual_report,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_domain_sitemap,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Discovered from sitemap rooted at http://med.emory.edu/.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/education/admissions/md/index.html,http://med.emory.edu/education/admissions/md/class-profile/index.html,M1 Class Profile Fall 2025,class_profile,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_admissions_one_hop_link,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetch_failed_http_404,accepted_for_fetch,Found as a one-hop link from http://med.emory.edu/education/admissions/md/index.html.
md_emory_university_school_of_medicine_atlanta_georgia,Emory University School of Medicine,MD,GA,http://med.emory.edu/education/admissions/md/index.html,http://med.emory.edu/education/admissions/md/index.html,Doctor of Medicine (MD) | Emory School of Medicine Toggle Toggle Toggle Toggle Search Close Search Search Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Toggle open Toggle close Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Toggle open Toggle close Sub link Sub link Sub link Sub link Sub link Sub link Search Close Home Toggle Toggle Toggle Toggle Toggle Toggle Toggle Toggle,class_profile,med.emory.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Emory University School of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
md_florida_international_university_herbert_wertheim_college_of_medicine_miami_flor,Florida International University Herbert Wertheim College of Medicine,MD,FL,https://medicine.fiu.edu/academics/degrees-and-programs/doctor-of-medicine/admissions/index.html,https://medicine.fiu.edu/academics/degrees-and-programs/doctor-of-medicine/admissions/index.html,Admissions | Doctor of Medicine (M.D.) | FIU Herbert Wertheim College of Medicine,class_profile,medicine.fiu.edu,official_school_domain,1.00,Candidate host exactly matches school website host,official_page_self_stats_context; third_party_school_source_url_seed; third_party_school_source_url_seed,"""Florida International University Herbert Wertheim College of Medicine"" entering class profile MCAT GPA matriculants official",2026-06-08,fetched,accepted_for_fetch,Seed page itself has stats-like context and MCAT/GPA terms. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1. URL came from a third-party table's school_source_url field and is used only as an official candidate seed; values from that table are not evidence. match=exact score=1.
